exchange_symbol,instrument_type
NG_K24,Future
NG_M24,Future
NG_N24,Future
NG_Q24,Future
NG_U24,Future
NG_V24,Future
NG_X24,Future
NG_Z24,Future
NG_F25,Future
NG_G25,Future
NG_H25,Future
NG_J25,Future
NG_K25,Future
NG_M25,Future
NG_N25,Future
NG_Q25,Future
NG_U25,Future
NG_V25,Future
NG_X25,Future
NG_Z25,Future
NG_F26,Future
NG_G26,Future
NG_H26,Future
NG_J26,Future
NG_K26,Future
NG_M26,Future
NG_N26,Future
NG_Q26,Future
NG_U26,Future
NG_V26,Future
NG_X26,Future
NG_Z26,Future
NG_F27,Future
NG_G27,Future
NG_H27,Future
NG_J27,Future
NG_K27,Future
NG_M27,Future
NG_N27,Future
NG_Q27,Future
NG_U27,Future
NG_V27,Future
NG_X27,Future
NG_Z27,Future
NG_F28,Future
NG_G28,Future
NG_H28,Future
NG_J28,Future
NG_K28,Future
NG_M28,Future
NG_N28,Future
NG_Q28,Future
NG_U28,Future
NG_V28,Future
NG_X28,Future
NG_Z28,Future
NG_F29,Future
NG_G29,Future
NG_H29,Future
NG_J29,Future
NG_K29,Future
NG_M29,Future
NG_N29,Future
NG_Q29,Future
NG_U29,Future
NG_V29,Future
NG_X29,Future
NG_Z29,Future
NG_F30,Future
NG_G30,Future
NG_H30,Future
NG_J30,Future
NG_K30,Future
NG_M30,Future
NG_N30,Future
NG_Q30,Future
NG_U30,Future
NG_V30,Future
NG_X30,Future
NG_Z30,Future
CL_H26,Future
CL_J26,Future
